OTU_ID	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	Consensus lineage
118	1232	1025	305	415	1193	634	53	5	12	0	12	1	126	369	488	205	333	181	39	9	20	22	64	11	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Methylophaga
119	961	755	763	617	734	1172	60	30	45	10	22	26	305	109	468	326	322	203	2	7	10	9	14	4	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanicola
120	0	0	0	0	0	3	0	22	4	331	22	21	1	1	12	18	0	1	5	471	612	456	159	3470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
121	357	743	380	876	360	151	1	3	3	0	0	1	199	141	929	135	1741	380	0	0	0	1	1	4	k__Bacteria;p__Spirochaetes;c__Spirochaetes (class);o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta
122	3	6	35	4	20	24	1	0	1	0	0	1	36	40	1427	35	3758	220	0	0	6	7	1	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfobacterium
123	0	0	1	0	1	4	132	6	60	176	20	7	1	3	3	1	3	2	1452	2871	211	206	1543	294	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA
124	1	0	1	1	0	0	381	175	313	42	45	1	0	6	0	0	1	0	1086	1216	691	752	1689	303	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR
125	0	0	1	0	4	1	1	6	5	80	35	42	1	0	16	1	2	0	10	154	488	368	326	1527	k__Bacteria;p__Spirochaetes;c__Spirochaetes (class);o__Spirochaetales;f__Spirochaetaceae;g__IE043
126	61	69	905	62	183	59	0	0	2	1	0	0	91	86	974	75	2652	767	0	0	6	9	7	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__MarinilabiaceaeFA
127	0	0	0	0	1	0	1396	136	3501	34	158	285	0	1	0	0	0	0	270	168	117	100	362	52	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA
128	0	0	6	32	2	209	0	0	0	0	0	0	253	949	294	2684	11	1834	0	0	0	0	0	1	k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Haptophyceae;f__HaptophyceaeOR;g__HaptophyceaeOR
129	22	13	160	58	100	75	6	4	12	0	14	0	35	110	81	18	25	8	61	97	27	21	70	22	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR
130	0	0	0	0	0	0	4	0	66	445	2261	3024	1	0	0	0	0	0	69	63	50	52	226	234	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfobulbus
131	39	93	1867	175	69	33	5	1	1	1	0	0	136	111	653	59	2667	85	1	0	2	0	6	3	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus
132	0	0	6	1	8	4	0	0	2	0	0	0	3	12	695	11	677	16	1	0	1	0	4	5	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfobacter
133	4	5	0	11	4	14	4740	850	426	57	140	18	4	3	4	6	0	5	19	10	7	3	22	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella
134	486	790	399	839	278	254	5	0	1	0	1	0	201	265	469	270	838	712	0	1	3	4	10	11	k__Bacteria;p__Spirochaetes;c__Spirochaetes (class);o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta
135	140	106	326	80	282	919	12	3	16	3	3	1	339	545	544	1119	394	1133	2	6	29	26	13	35	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR
136	0	0	0	2	0	0	3285	935	1779	119	143	1	0	1	0	0	1	0	0	0	0	0	2	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaCL;f__GammaproteobacteriaCL;g__GammaproteobacteriaCL
137	1	3	1	9	0	24	10	2	8	0	0	0	165	501	27	902	4	4249	25	18	112	91	66	14	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter
138	0	0	0	0	0	0	164	994	547	97	2132	2047	0	1	0	2	0	0	59	20	9	11	88	4	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaCL;f__GammaproteobacteriaCL;g__GammaproteobacteriaCL
139	143	175	427	123	275	65	59	2	20	1	6	2	87	121	1052	50	1532	186	60	9	44	28	28	1	k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__PuniceicoccaceaeFA
140	0	0	0	0	0	0	0	67	66	1323	2320	2082	0	1	0	0	0	0	0	1	1	1	1	1	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes (class);o__Gemmatimonadetes (class)CL;f__Gemmatimonadetes (class)CL;g__Gemmatimonadetes (class)CL
141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	28	5	6	18	82	k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales
142	186	161	784	290	787	589	0	0	2	2	0	0	317	321	626	428	801	229	0	0	1	3	1	2	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA
143	493	786	1897	1982	334	301	0	2	0	0	0	0	31	13	28	126	21	31	0	0	0	2	0	7	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis;g__Clostridiales Family XIII. Incertae SedisFA
144	132	118	272	117	366	103	0	0	3	0	0	0	447	257	601	361	838	1237	0	0	1	2	6	3	k__Bacteria
145	807	755	568	376	450	823	20	3	16	13	5	2	153	277	397	214	318	271	1	4	5	9	5	9	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseivivax
146	784	663	573	823	545	398	0	11	1	1	1	0	512	553	122	361	96	166	0	1	12	11	1	1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR
147	103	105	167	87	307	473	0	1	9	0	2	0	98	208	268	542	180	271	0	0	2	0	3	2	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorubrum
148	0	0	0	1	0	0	0	18	0	0	1	4	0	8	5	36	0	1	12	717	283	219	156	3390	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
149	122	84	257	61	206	138	0	0	1	0	0	0	263	89	745	21	2788	202	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__DesulfobacteraceaeFA
150	0	0	0	0	0	0	28	5	17	27	4	0	0	1	0	0	0	0	1906	1305	547	550	1130	172	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA
151	270	55	343	205	262	249	1	2	2	2	0	2	1135	942	524	692	145	800	0	0	0	0	0	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus
152	0	0	0	0	0	0	15	78	7	42	635	4075	0	1	0	0	0	0	43	21	189	199	244	10	k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus
153	0	0	0	0	0	0	398	763	1304	218	2088	76	0	0	0	0	0	1	149	130	54	52	249	39	k__Bacteria;p__Caldithrix;c__Caldithrixae;o__Caldithrixales;f__CaldithrixalesOR;g__CaldithrixalesOR
154	1	0	0	0	0	0	135	18	35	16	11	0	0	1	0	0	0	0	809	722	794	791	1798	360	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR
155	4	1	5	3	12	24	0	0	3	1	0	0	18	76	91	299	89	241	0	0	31	29	0	22	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorubrum
156	1040	91	92	56	1387	83	0	1	2	0	0	1	343	389	840	124	365	360	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR
157	336	68	230	45	143	66	0	0	2	1	1	0	694	403	698	479	107	2087	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR
158	0	0	0	0	0	0	278	59	100	15	31	1	0	0	0	0	0	0	649	1596	532	448	1169	442	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR
159	0	0	1	0	0	0	572	1286	2404	215	580	5	0	0	0	0	0	0	39	75	38	28	53	16	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA
160	10	6	7	7	6	11	3	5	28	699	173	734	5	31	1	9	2	2	85	312	697	662	1018	770	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR
161	0	0	0	1	0	0	0	366	57	539	1375	2132	3	5	4	2	0	0	5	36	1	3	4	9	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR
162	0	0	0	2	0	0	50	1128	656	796	1764	882	0	0	0	0	0	0	3	2	0	1	5	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Rhodothermaceae;g__RhodothermaceaeFA
163	13	26	102	315	21	316	15	17	17	4	5	1	535	1312	170	1076	25	1246	1	1	3	1	2	2	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__OM60;g__OM60FA
164	10	15	10	5	11	11	411	295	369	84	85	8	4	35	22	4	15	4	645	842	657	600	896	191	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__OM60;g__OM60FA
165	15	8	90	12	275	290	1	1	3	0	0	0	66	76	282	268	99	204	0	1	22	19	2	25	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloarcula
166	245	205	287	295	1126	244	7	15	41	0	4	0	278	121	121	72	198	83	1	8	148	133	5	23	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Balneolaceae;g__BalneolaceaeFA
167	0	0	0	0	0	0	0	0	0	0	0	0	0	24	9	2	6	17	0	0	0	0	0	0	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloquadratum
168	7	2	14	11	21	11	281	37	62	207	20	5	5	17	36	7	34	15	521	290	877	866	1348	376	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__DesulfobacteraceaeFA
169	31	15	15	11	55	27	790	1174	730	61	120	6	14	14	36	14	41	8	499	339	224	194	596	49	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__HTCC2188;g__HTCC2188FA
170	1	0	0	1	0	0	58	16	30	62	767	2116	0	0	0	0	0	0	126	106	204	194	1296	168	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA
171	8	6	3	2	5	3	0	0	1	0	0	1	19	23	7	10	14	22	0	0	0	0	0	1	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__EctothiorhodospiraceaeFA
172	19	38	18	13	37	31	1	0	0	0	0	0	21	94	104	46	58	55	0	0	0	2	0	2	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorubrum
173	1	0	0	0	0	0	0	4	43	2455	305	2067	1	0	0	0	0	0	1	21	2	1	75	56	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA
174	66	60	47	216	222	288	0	3	1	0	0	1	1207	2461	221	126	9	27	0	0	8	11	1	1	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__pMC2A33;g__pMC2A33FA
175	0	1	1	0	0	0	3	309	160	243	2656	854	0	0	0	0	0	0	0	2	0	2	0	1	k__Bacteria;p__SBR1093;c__EC214;o__EC214CL;f__EC214CL;g__EC214CL
176	0	0	0	0	0	0	1	0	1	6	0	1	0	0	0	0	0	0	1311	361	1076	1098	1044	60	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR
177	205	139	109	149	235	244	5	2	16	1	0	0	1676	341	93	562	103	963	1	0	3	4	1	1	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaCL;f__GammaproteobacteriaCL;g__GammaproteobacteriaCL
178	0	1	0	0	0	1	0	3056	17	50	32	118	2	15	8	36	0	2	8	143	14	15	30	5	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__XanthomonadaceaeFA
179	0	0	0	0	0	0	0	101	26	374	983	3408	0	0	1	0	0	0	2	0	0	0	1	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__DeltaproteobacteriaCL;f__DeltaproteobacteriaCL;g__DeltaproteobacteriaCL
180	521	418	289	407	344	517	1	1	1	0	1	0	364	296	186	573	63	621	0	0	0	0	1	3	k__Bacteria;p__Firmicutes;c__Clostridia;o__Desulfitobacterales;f__Desulfitobacteraceae;g__DesulfitobacteraceaeFA
181	446	635	761	1557	99	199	0	0	0	1	0	1	137	63	34	380	37	353	0	0	0	1	0	3	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio
182	0	0	0	1	0	0	0	0	44	3533	27	264	0	3	0	1	0	0	11	203	13	16	435	221	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter
183	0	0	0	0	0	0	6	53	479	9	4275	8	0	0	0	0	0	0	0	0	1	2	0	0	k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__Sva0725OR;g__Sva0725OR
184	104	13	285	50	277	133	0	1	3	5	0	1	221	1128	807	174	629	255	2	19	74	59	5	4	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfococcus
185	517	192	1771	40	455	212	1	0	0	0	0	0	107	102	347	59	413	328	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfobacterium
186	10	8	56	54	22	205	0	1	2	2	0	1	2154	841	121	795	82	296	0	2	46	43	13	37	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
187	0	0	0	0	0	0	0	157	19	1079	1957	1591	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__XanthomonadaceaeFA
188	32	5	26	29	16	30	0	1	6	0	1	0	680	2586	648	242	42	353	0	0	1	1	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR
189	54	27	50	50	155	37	0	1	4	1	0	0	56	663	242	91	175	116	0	0	36	18	3	3	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloplanus
190	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	412	50	1311	1339	1581	53	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas
191	0	0	0	1	0	0	0	37	25	2043	365	2251	0	1	0	0	0	0	0	0	0	1	7	10	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA
192	0	0	0	0	0	1	238	24	41	30	12	3	0	0	1	0	1	0	464	1510	502	531	847	531	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR
193	0	0	0	0	0	0	65	1	6	46	1	1	0	0	0	0	0	0	744	955	552	552	1569	240	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__GCA004OR;g__GCA004OR
194	652	171	242	135	856	587	0	0	1	1	0	0	612	132	267	400	121	391	0	1	0	0	0	1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR
195	1	2	2	1	0	7	416	134	172	59	62	10	0	32	3	2	6	5	420	1390	337	307	918	413	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__PhyllobacteriaceaeFA
196	0	0	0	0	0	1	2	0	12	35	2	0	0	0	0	0	0	0	426	376	940	863	1594	428	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__DesulfobacteraceaeFA
197	0	0	0	0	0	0	0	1	0	13	1	14	0	0	4	0	0	0	3	99	450	351	86	788	k__Bacteria;p__SAR406;c__AB16;o__SSW63Au;f__SSW63AuOR;g__SSW63AuOR
198	0	0	0	0	0	0	211	21	29	43	10	0	0	0	0	0	0	0	915	1404	267	298	1229	197	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flammeovirgaceae;g__FlammeovirgaceaeFA
199	1	3	11	7	4	50	3	1	2	0	2	0	1529	486	60	748	2	1605	4	3	2	2	6	4	k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__ActinomycetalesOR;g__ActinomycetalesOR
200	34	63	135	65	82	307	9	3	6	1	0	0	141	1004	219	201	65	186	3	16	709	595	67	478	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA
201	0	0	0	2	0	0	0	4	37	4292	25	194	0	0	0	0	0	0	0	0	0	0	3	0	k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__IgnavibacteriaceaeFA
202	4	2	26	0	9	38	0	0	1	0	0	0	5	6	41	12	7	3	2	189	1668	1353	19	388	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium
203	946	102	102	115	59	176	0	0	8	2	11	0	56	2360	143	96	19	76	1	2	120	88	5	21	k__Bacteria
204	0	0	1	0	0	1	0	543	0	229	62	638	1	3	4	15	0	3	7	156	75	56	43	1063	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__ChromatiaceaeFA
205	280	83	475	124	184	102	0	1	3	0	0	0	518	156	540	73	205	1663	0	1	23	14	1	3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__MarinilabiaceaeFA
206	718	390	115	102	923	89	9	0	0	0	0	0	59	106	443	204	239	210	0	0	0	1	0	0	k__Bacteria;p__Tenericutes;c__ML615J-28;o__ML615J-28CL;f__ML615J-28CL;g__ML615J-28CL
207	1	7	1	1	0	2	244	6	115	21	13	6	7	123	6	21	3	39	191	204	1331	1316	558	218	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Loktanella
208	291	154	674	274	582	518	1	1	0	1	1	0	68	87	212	163	39	87	4	6	61	54	823	225	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__DesulfuromonadalesOR;g__DesulfuromonadalesOR
209	0	0	0	2	0	0	1168	933	1967	34	289	1	0	0	0	0	0	0	0	0	2	3	3	1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA
210	352	184	297	325	329	335	0	0	0	0	0	0	685	625	193	382	138	459	0	1	2	5	0	2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR
211	361	293	268	395	417	245	13	7	14	2	4	0	400	332	247	294	277	563	2	6	1	3	8	1	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes (class);o__Gemmatimonadetes (class)CL;f__Gemmatimonadetes (class)CL;g__Gemmatimonadetes (class)CL
212	0	1	0	1	0	0	67	13	22	19	12	7	0	0	0	0	0	0	524	477	887	800	1224	320	k__Bacteria;p__Acidobacteria;c__OS-K;o__OS-KCL;f__OS-KCL;g__OS-KCL
213	287	258	282	242	394	271	0	1	3	2	0	0	335	761	377	182	277	258	0	1	21	12	3	7	k__Bacteria;p__Spirochaetes;c__Spirochaetes (class);o__Spirochaetales;f__Spirochaetaceae;g__IE043
214	0	0	0	0	0	0	15	4157	12	7	4	0	1	1	1	0	0	0	20	31	11	8	61	10	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA
215	350	343	602	453	220	640	19	8	33	3	2	0	220	145	333	239	182	195	0	1	2	6	1	4	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseivivax
216	0	0	0	0	0	0	0	216	31	1005	431	1963	0	0	0	1	0	0	2	87	5	3	18	160	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Balneolaceae;g__BalneolaceaeFA
217	257	142	634	113	526	796	0	1	2	0	1	0	181	358	443	265	214	166	0	1	8	6	2	26	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__DeltaproteobacteriaCL;f__DeltaproteobacteriaCL;g__DeltaproteobacteriaCL
218	0	0	1	0	0	0	156	143	73	485	592	2099	1	0	5	0	9	11	28	75	83	62	135	222	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR
219	2	0	0	0	0	0	1	22	77	207	1332	2602	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__IgnavibacteriaceaeFA
220	20	19	74	19	39	47	2	0	0	0	1	1	79	323	681	58	1522	201	0	2	33	23	2	5	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA
221	0	0	24	2	8	46	3	118	4	1483	3	2	23	185	416	353	8	24	16	306	74	63	365	518	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus
222	22	46	174	161	17	81	1447	368	824	30	67	6	59	75	124	104	192	267	19	36	20	16	25	15	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces
223	1	0	0	0	0	0	11	0	16	8	1	7	0	11	0	0	0	0	586	309	795	743	1641	105	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL
224	0	0	0	0	0	0	5	5	17	3109	80	584	0	2	0	0	0	0	15	188	42	38	59	65	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA
225	64	122	189	317	74	98	455	520	1018	30	409	27	38	64	97	53	155	102	8	3	20	12	15	17	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Rhodothermaceae;g__RhodothermaceaeFA
226	1	0	1	0	0	0	0	1	3	0	0	0	2	0	0	1	0	0	0	0	1	1	5	90	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR
227	0	0	0	0	0	0	4	394	290	502	1682	1192	0	0	0	0	0	0	0	1	1	1	2	1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia
228	0	0	0	2	0	0	827	1391	1198	84	450	20	0	1	0	0	0	0	16	14	8	5	28	2	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Saprospiraceae;g__Lewinella
229	0	0	0	0	0	0	0	0	36	2032	93	527	0	0	0	0	0	0	23	192	153	142	298	543	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfobacterium
230	0	0	0	0	0	0	163	588	434	135	2176	328	0	1	0	0	0	0	46	20	6	2	108	6	k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__Cenarchaeaceae;g__Nitrosopumilus
232	22	16	218	71	392	148	0	1	8	2	5	0	172	286	671	175	982	130	0	0	0	1	2	2	k__Bacteria;p__WS3;c__PRR-12;o__GN03;f__GN03OR;g__GN03OR
233	31	16	403	13	437	961	2	2	4	0	0	0	164	541	288	695	91	274	1	1	2	3	10	15	k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halobacteroidaceae;g__Halanaerobacter
234	6	3	17	5	19	44	510	811	644	121	340	13	13	156	34	51	15	13	99	335	147	119	351	116	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__PhyllobacteriaceaeFA
235	609	385	429	497	648	91	0	1	0	0	0	0	250	282	160	101	136	103	0	0	5	0	0	1	k__Bacteria;p__Spirochaetes;c__WWE1;o__PBS-18;f__SHA-4;g__Zplanct13
237	83	143	416	527	129	101	0	0	1	0	1	0	757	195	402	226	294	653	0	0	1	0	0	4	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfonatronovibrio
238	0	0	1	0	0	0	781	1119	1217	112	481	58	0	1	0	0	0	1	44	28	22	8	61	17	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya
239	494	382	337	347	282	285	0	2	0	1	3	0	205	401	137	424	103	261	0	1	5	10	6	9	k__Bacteria;p__Thermi;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus
