KO	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2
K03444	7.7856	7.2326	7.3858	8.1437	7.5632	8.109	8.1939	8.4352	8.2323	8.3787	8.2477	8.7393	7.4362	7.4839	7.5974	7.3988	7.4484	5.8547	4.112	7.4032	8.0686	7.3924	8.0532	8.1337
K03445	5.3785	3.9928	4.088	5.2834	4.9573	4.0472	4.4846	4.0222	3.5696	4.0971	3.5587	3.5696	3.5887	3.5887	4.099	3.5887	4.7729	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K03446	9.136	10.001	9.783	11.215	11.137	11.528	8.1423	9.6867	8.8618	9.4018	9.1061	10.862	6.4488	6.6386	7.3335	7.1697	7.1697	7.1796	5.4225	6.731	7.6287	7.6423	7.3596	7.0284
K03447	4.6001	4.624	4.088	4.099	4.9573	4.0472	5.2993	4.0222	4.4686	5.2814	4.9452	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	6.5364	3.7068	4.4409	3.2501	4.099	3.631
K03449	7.7997	7.3312	7.295	7.6651	7.6799	8.153	5.9297	7.078	6.9256	7.7176	6.6265	8.6586	9.5652	9.3401	8.8213	9.2191	9.0068	8.9052	5.6274	7.4892	8.8793	8.3782	8.8649	8.299
K03450	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	4.1137	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	4.0737	3.2501	3.5696	3.631
K03451	10.018	9.8414	9.8675	8.8021	9.1444	8.3448	9.2011	9.169	9.0886	9.0446	9.1429	8.4083	10.978	10.933	10.928	10.954	10.751	10.647	5.928	9.1077	10.412	10.455	10.944	9.9029
K03453	10.482	10.337	10.332	9.8361	10.204	10.304	10.245	10.456	10.468	10.539	10.392	10.198	10.769	10.817	10.854	10.971	10.442	10.379	8.4185	10.499	10.345	10.342	10.498	10.153
K03454	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	4.0847	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K03455	11.492	11.671	11.636	11.145	11.552	11.265	11.266	11.336	11.511	11.441	11.306	11.154	11.212	11.026	11.492	11.2	11.022	10.701	8.1977	12.406	11.215	11.11	11.069	10.753
K03456	4.6001	5.0165	5.2713	4.9612	4.741	4.4116	4.7613	4.8741	4.9612	4.4666	5.1209	4.4686	4.1241	4.1241	4.099	3.5887	4.7729	3.688	6.939	4.9383	4.7165	6.0377	5.2834	5.2241
K03457	9.5344	9.531	9.6802	9.1064	9.4532	9.6144	9.0463	9.0825	8.9305	8.8348	8.8897	8.7989	8.177	8.0153	8.5077	8.7203	7.8309	8.1176	6.1488	7.8408	8.1664	8.5278	8.2162	7.9448
K03458	8.5739	8.7386	8.6311	7.7877	8.3393	7.6548	8.1003	8.1824	8.3287	8.3459	8.3223	8.1609	8.9552	8.5891	9.0522	8.706	8.6916	8.7151	5.4225	9.9657	8.7261	8.7211	8.6366	8.628
K03462	7.2848	7.78	7.5956	7.8743	7.5316	7.7067	7.4252	7.1395	7.4803	7.3447	7.0955	6.4234	7.9456	8.1712	7.5873	7.8549	7.847	6.9009	6.7083	7.0636	7.6656	7.6144	7.9113	8.1958
K03464	6.3262	5.2913	5.9035	6.0856	5.9721	5.5587	5.4243	6.2715	5.7779	5.5155	6.071	4.099	6.1109	6.0011	4.7449	5.1644	5.7259	4.9129	4.112	4.2767	4.9328	5.4782	4.7449	5.2241
K03465	9.4827	9.412	9.4237	9.7214	9.6674	9.8564	9.7592	9.8345	9.9017	10.078	9.692	9.6637	11.134	11.201	10.715	10.903	10.555	10.193	9.8984	13.111	10.847	10.847	10.866	11.164
K03466	12.272	12.023	12.097	11.891	12.026	12.152	11.838	12.068	12.071	12.046	12.01	11.836	12.32	12.337	12.354	12.459	11.845	11.601	10.187	10.884	11.943	12.036	12.065	11.638
K03468	3.4744	3.4898	3.5612	3.5696	3.567	4.0472	3.5807	4.0222	3.5696	4.0971	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K03469	10.642	10.498	10.407	10.275	10.459	10.739	10.272	10.477	10.68	10.76	10.476	10.633	11.522	11.711	11.446	11.518	11.044	11.029	9.6247	12.061	10.985	10.953	11.103	10.75
K03470	10.549	10.36	10.319	10.323	10.584	10.888	10.299	10.571	10.615	10.726	10.372	10.578	11.367	11.423	11.339	11.362	10.788	10.851	9.3967	11.944	10.796	10.948	10.856	10.63
K03471	7.4083	7.3544	7.5551	7.9813	7.4766	8.2259	7.7699	7.6364	7.8966	7.6054	7.5201	7.1435	7.7195	7.5725	7.3335	7.3599	7.3731	6.1277	6.7592	6.731	8.0	7.3103	8.1609	6.9873
K03472	7.8273	6.9633	7.1637	6.8621	6.6376	7.0724	7.5401	7.1395	7.4689	7.1889	7.5412	6.8173	8.0678	7.931	7.7457	7.634	8.0678	7.581	5.1511	6.4455	7.947	7.3103	8.2054	7.0677
K03473	8.8853	8.4323	8.6126	8.7662	8.5758	9.7002	9.0382	9.1356	9.2501	9.1366	8.9641	9.4163	9.8651	9.7958	9.1215	9.1479	9.298	8.8252	7.2496	7.7301	9.0823	8.5669	9.2109	8.6362
K03474	10.408	10.345	10.381	10.225	10.558	10.627	10.294	10.532	10.5	10.426	10.387	10.563	10.912	10.851	10.86	10.879	10.429	10.518	6.5973	9.2029	10.524	10.524	10.771	10.132
K03475	7.1142	5.6656	6.0744	5.2834	5.6101	6.0326	6.4383	6.5047	6.695	7.0744	6.6538	6.183	7.931	8.0805	7.8437	7.7375	6.8659	7.3941	5.6274	6.8464	7.6287	7.4136	7.9677	7.7776
K03476	6.3262	6.4439	6.1245	6.6685	6.6095	6.6921	6.9808	7.5344	8.0276	8.8127	7.5721	8.8951	8.961	8.8828	9.114	8.5691	8.9104	9.0546	6.4007	12.007	8.7361	8.7011	8.0842	8.3419
K03477	7.1426	7.3769	7.5342	7.0587	7.5735	7.3904	6.2427	6.0066	6.183	6.226	6.0178	6.2706	6.3366	5.8037	6.2279	6.5165	6.2532	6.8497	4.112	5.1532	6.3246	6.4536	6.2706	6.2631
K03478	9.1423	9.0329	9.125	9.1039	8.955	9.1563	8.9714	9.158	9.114	9.1242	9.0239	8.9761	8.1478	8.177	8.3238	8.0678	8.022	7.4374	7.5053	7.1846	8.1273	8.3374	8.1722	8.5167
K03479	3.4744	3.9928	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	5.7913	3.7068	3.5505	3.2501	3.5696	3.631
K03480	4.8158	3.4898	4.4565	4.099	4.0955	3.5305	3.5807	4.384	3.5696	3.5682	4.0847	4.4686	7.6824	7.931	7.7457	7.4484	6.9916	6.6765	4.112	5.8779	7.2239	6.7928	7.8591	7.4689
K03481	3.4744	3.4898	4.4565	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	4.4666	4.0847	3.5696	3.5887	5.1644	3.5696	4.1241	3.5887	3.688	4.112	3.7068	4.4409	4.2224	3.5696	3.631
K03482	3.4744	3.4898	4.088	4.099	3.567	5.0788	4.4846	4.384	4.099	4.4666	4.7288	4.9612	3.5887	4.1241	4.7449	4.1241	4.1241	3.688	4.112	3.7068	4.4409	3.2501	5.1368	3.631
K03483	6.6605	6.3812	5.6884	4.4686	5.6101	5.7955	5.7151	5.6187	5.7779	5.6118	6.0178	6.183	8.1885	8.4811	8.0595	7.8706	7.5619	7.3793	6.3244	6.8992	7.6096	7.356	8.1944	7.7592
K03484	6.2919	6.2407	6.3764	6.8173	6.3078	6.8713	6.1504	6.5336	5.8492	6.5212	6.6265	7.0587	7.4239	7.9528	7.627	7.614	6.888	6.3347	4.112	6.5256	7.133	6.9655	7.8437	7.2103
K03485	4.6001	3.9928	4.088	4.099	4.4648	3.5305	4.4846	3.5117	3.5696	4.4666	5.2677	4.099	3.5887	3.5887	4.099	4.1241	4.1241	3.688	4.112	3.7068	3.5505	3.9738	3.5696	3.631
K03486	4.3281	5.1646	4.088	5.2834	4.4648	4.6865	5.153	4.0222	4.9612	5.776	4.9452	4.099	3.5887	4.496	5.5175	4.1241	4.1241	5.1282	6.0455	4.6596	5.3813	5.8248	5.1368	4.1794
K03487	5.5639	5.1646	5.1246	5.6138	5.133	4.4116	5.153	5.9533	5.9756	6.226	5.5987	6.3113	5.8037	6.5165	5.5175	6.2532	4.7729	5.6753	5.6274	4.6596	5.2557	6.4136	5.4086	4.5558
K03488	3.9721	4.3512	3.5612	3.5696	4.0955	4.0472	4.1137	4.0222	4.099	4.9591	4.4529	4.7449	5.1644	5.64	5.6138	5.1644	4.7729	3.688	4.112	4.2767	4.7165	4.602	3.5696	4.1794
K03489	4.3281	3.4898	3.5612	3.5696	3.567	4.0472	3.5807	3.5117	4.099	3.5682	4.0847	3.5696	4.1241	4.1241	4.4686	3.5887	3.5887	3.688	4.112	3.7068	4.0737	4.4283	4.7449	4.1794
K03490	6.422	5.5866	5.9035	5.6138	5.2796	5.9224	6.4024	5.9533	6.4234	6.5212	6.2134	6.3876	6.6096	6.7465	7.5565	7.1197	6.8199	6.7954	6.8972	6.634	7.28	7.5973	7.5246	7.3484
K03491	3.9721	4.8399	4.7325	3.5696	3.567	4.0472	3.5807	4.0222	4.9612	4.9591	4.7288	5.6999	5.4354	5.8037	5.2834	5.544	4.7729	4.2529	4.7594	4.6596	4.7165	4.9944	4.7449	5.0496
K03492	5.1408	3.9928	4.088	4.099	4.4648	4.4116	4.7613	5.0504	4.7449	4.4666	5.1209	5.4086	3.5887	5.3106	5.2834	4.9891	4.496	4.6343	4.112	5.5922	5.1087	4.2224	3.5696	4.5558
K03494	3.4744	3.9928	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	4.9328	3.2501	3.5696	3.631
K03495	11.602	11.394	11.55	11.407	11.563	11.647	11.502	11.627	11.771	11.746	11.678	11.6	12.254	12.397	12.161	12.299	11.566	11.525	7.6112	10.598	11.785	11.732	11.864	11.581
K03496	12.288	12.19	12.188	11.883	12.176	12.189	12.024	12.203	12.191	12.277	12.139	12.12	12.934	12.887	13.129	13.159	12.533	12.601	9.253	13.504	12.547	12.69	12.701	12.202
K03497	11.476	11.451	11.405	11.381	11.546	11.578	11.019	11.28	11.399	11.352	11.272	11.246	12.381	12.45	12.379	12.537	11.743	11.805	9.9829	11.235	11.76	12.06	12.012	11.735
K03498	11.99	11.902	12.009	11.868	12.163	12.08	11.711	11.936	12.115	12.252	11.967	12.041	12.963	12.773	13.05	12.952	12.492	12.376	8.5791	13.961	12.434	12.451	12.474	11.985
K03499	11.701	11.435	11.478	11.343	11.592	11.709	11.474	11.728	11.916	12.057	11.693	11.79	12.556	12.277	12.572	12.427	12.128	12.061	8.6702	13.945	12.133	12.043	12.102	11.759
K03500	11.234	11.05	11.272	10.95	11.417	11.342	10.699	10.929	11.026	10.993	10.874	10.837	11.585	11.531	11.778	11.731	11.19	11.067	8.9139	9.8676	11.127	11.404	11.401	10.737
K03501	10.487	10.094	10.141	10.018	10.303	10.537	10.192	10.391	10.41	10.325	10.298	10.218	11.44	11.454	11.325	11.48	10.731	10.767	9.3026	9.39	10.666	10.739	10.956	10.408
K03502	9.0365	8.6644	8.44	8.6067	8.6473	9.32	9.1222	9.0635	9.1488	8.9877	8.936	8.8276	10.385	10.398	9.9888	10.179	9.5065	9.3303	7.0544	8.7664	9.9039	9.6063	9.8465	9.5373
K03503	7.99	7.8088	7.2244	7.5974	7.6425	8.0392	8.2324	8.2224	8.4569	8.2769	8.1279	7.8591	9.0965	9.3789	9.0147	9.195	8.6547	8.3506	7.3861	7.6291	8.8314	8.5348	8.7924	8.3207
K03504	3.4744	3.4898	3.5612	4.4686	3.567	3.5305	6.2854	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K03505	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	4.1241	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K03506	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	4.4686	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	6.5364	3.7068	3.5505	3.2501	3.5696	4.1794
K03509	4.8158	4.624	4.088	3.5696	4.9573	3.5305	4.1137	4.658	5.2834	3.5682	5.1209	4.099	3.5887	3.5887	4.099	3.5887	3.5887	3.688	6.5973	3.7068	3.5505	5.0959	3.5696	5.0496
K03510	3.4744	3.4898	4.7325	4.099	4.4648	3.5305	4.1137	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	4.0737	4.602	3.5696	3.631
K03511	3.9721	4.3512	4.4565	4.099	4.4648	4.0472	4.4846	4.8741	4.099	3.5682	4.4529	4.099	4.496	4.1241	4.099	4.1241	3.5887	3.688	6.4711	5.1532	4.0737	4.9944	4.4686	5.3694
K03512	3.4744	3.9928	4.088	4.7449	4.4648	4.0472	4.9775	4.0222	3.5696	4.4666	4.7288	4.4686	4.1241	4.496	4.4686	4.1241	4.1241	3.688	4.112	3.7068	4.4409	4.7508	4.099	5.4934
K03513	3.4744	3.4898	3.5612	4.099	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	6.4711	3.7068	3.5505	3.2501	3.5696	4.1794
K03514	3.9721	3.9928	4.088	3.5696	4.0955	5.0788	5.153	3.5117	4.099	3.5682	3.5587	3.5696	3.5887	4.1241	3.5696	3.5887	4.496	3.688	6.5364	4.2767	4.0737	4.4283	3.5696	4.1794
K03515	5.2678	5.0165	5.1246	4.099	3.567	4.4116	5.153	5.3245	4.7449	4.4666	5.1209	4.4686	4.1241	4.1241	3.5696	3.5887	3.5887	3.688	6.4711	4.6596	5.2557	5.3451	4.099	5.3694
K03516	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	6.3366	4.496	5.7779	3.5887	4.9891	5.3014	4.112	3.7068	4.7165	3.9738	4.7449	4.1794
K03517	10.673	10.752	10.68	10.78	10.693	11.016	10.755	10.852	10.976	11.046	10.836	10.944	10.766	10.538	10.799	10.686	10.559	10.187	7.3604	11.542	10.827	10.341	10.702	10.222
K03518	10.755	11.086	11.017	10.945	11.179	11.096	10.57	10.837	10.845	10.865	10.695	10.784	11.074	10.665	10.902	10.957	10.361	10.404	7.591	10.461	10.509	10.947	10.496	10.475
K03519	11.101	11.265	11.305	11.009	11.368	11.067	10.57	10.814	10.926	10.99	10.694	10.772	10.785	10.544	11.093	11.061	10.373	10.54	7.1571	10.599	10.483	10.994	10.485	10.379
K03520	12.187	12.649	12.747	12.176	12.837	12.067	10.32	10.902	10.941	11.498	10.658	11.54	11.035	10.934	11.828	11.458	11.045	11.045	7.8577	11.108	11.175	11.628	11.3	10.821
K03521	11.073	10.813	10.834	10.998	11.023	11.307	11.461	11.604	11.769	11.874	11.582	11.671	11.834	11.839	11.908	11.807	11.376	11.248	7.6505	11.45	11.287	11.329	11.447	11.066
K03522	11.218	10.966	11.049	11.201	11.134	11.567	11.556	11.822	11.935	11.934	11.81	11.875	11.991	11.994	12.002	11.91	11.424	11.355	8.6555	11.635	11.446	11.466	11.679	11.156
K03523	9.1188	8.8664	8.7695	8.9507	8.9774	9.3911	8.4473	8.9667	8.9956	9.3439	8.9501	9.2614	10.312	10.31	10.392	10.247	9.7213	9.9119	7.189	11.627	9.6995	10.145	9.64	9.5333
K03524	10.596	10.403	10.389	10.34	10.587	10.919	10.36	10.674	10.753	10.822	10.557	10.712	11.515	11.522	11.397	11.422	10.965	10.886	9.2892	12.108	10.916	10.947	11.033	10.497
K03525	10.465	10.363	10.318	10.25	10.433	10.779	10.255	10.49	10.551	10.461	10.46	10.458	11.226	11.272	11.291	11.257	10.591	10.687	8.6026	9.4438	10.61	10.725	10.987	10.381
K03526	10.941	10.81	10.874	10.877	11.031	11.29	10.734	10.969	11.029	11.031	10.931	10.891	11.407	11.382	11.389	11.557	10.951	10.67	8.3036	9.894	11.036	11.129	11.097	10.746
K03527	10.906	10.789	10.806	10.938	11.095	11.301	10.712	10.98	10.964	10.96	10.9	11.083	11.532	11.592	11.345	11.361	10.905	10.753	7.842	9.9097	11.001	11.044	11.073	10.775
K03528	8.306	7.9782	7.8548	7.6367	7.5632	7.6811	8.402	8.3471	8.1494	7.8101	8.0562	8.0781	9.0886	8.864	8.8922	9.078	8.7893	8.6603	8.0156	7.4754	8.4662	8.3235	8.7892	8.0117
K03529	12.085	12.083	12.081	11.903	12.147	12.138	11.802	12.04	12.167	12.287	12.052	12.079	12.68	12.598	12.676	12.544	12.292	12.171	8.741	14.149	12.295	12.315	12.165	11.817
K03530	10.541	10.358	10.23	10.534	10.431	11.177	10.642	10.843	11.006	10.886	10.788	10.806	11.724	11.87	11.481	11.637	11.015	10.999	8.9317	9.5917	10.871	10.979	11.114	10.758
K03531	11.307	11.129	11.137	11.136	11.264	11.501	11.142	11.267	11.455	11.607	11.298	11.324	11.93	11.893	12.014	11.891	11.604	11.605	9.2391	13.505	11.655	11.571	11.623	11.278
K03532	7.2605	7.2582	7.2533	7.5027	7.6233	7.938	8.2216	8.4189	8.4612	8.4634	8.3366	8.4038	7.981	7.7011	7.9185	8.5488	7.7285	8.2246	5.1511	6.8464	7.7439	8.1796	8.5118	7.3903
K03533	5.1408	5.0165	4.088	5.4086	5.5138	6.3704	6.538	6.5888	6.6685	6.6111	6.6538	6.5841	6.5796	5.7259	6.0324	5.8037	5.9403	5.8547	4.112	5.4697	6.0599	5.1871	5.6999	5.0496
K03534	8.7628	8.7913	8.6237	8.7924	8.7687	9.1262	8.6574	8.7657	8.8557	9.1041	8.7491	9.241	8.6471	8.7859	9.0963	9.2071	8.5931	8.5135	6.0455	8.1841	8.8526	8.8326	9.2039	8.9918
K03535	8.7685	8.7296	8.8668	8.7728	8.6177	8.4356	8.5368	8.4512	8.5681	8.4062	8.5357	8.0212	6.6386	6.5796	7.0587	7.0487	6.9309	5.9317	5.1511	6.2072	7.1946	7.4343	7.236	7.4937
K03536	9.9219	9.508	9.4158	9.45	9.8027	10.163	9.3611	9.7284	9.6211	9.6928	9.3935	9.6332	10.958	10.932	10.804	10.909	10.254	10.381	9.3202	8.8257	10.193	10.285	10.377	9.9878
K03537	3.4744	3.4898	4.7325	4.4686	4.0955	3.5305	4.1137	6.1919	7.2062	7.7691	5.5023	8.0657	8.0678	7.1197	8.4038	6.9916	8.2331	8.4686	4.7594	11.54	8.0866	8.0241	7.4457	7.3903
K03538	5.7152	7.0774	6.1718	6.6131	6.7172	5.8613	5.4243	6.7139	7.0226	7.9449	5.961	8.0146	8.0085	7.1858	8.5562	7.0849	7.9456	8.7151	5.928	11.076	8.1329	7.9666	7.0936	7.2742
K03539	3.4744	5.4993	5.2713	5.6999	5.4048	6.2973	4.9775	6.5616	7.2649	8.1358	6.0178	8.2637	8.1885	7.5511	8.7257	7.2912	8.3322	8.3334	4.7594	11.773	8.3569	8.2298	7.6172	7.7214
K03540	5.4764	7.1076	6.6017	6.7703	6.4544	6.5008	6.1504	6.6659	6.9256	7.9165	6.7311	7.7711	7.7285	6.9309	8.1144	7.0849	7.624	8.0597	6.7592	10.824	7.6	7.7611	6.8621	7.0284
K03541	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	4.4529	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	4.2767	3.5505	3.2501	3.5696	3.631
K03542	3.4744	3.9928	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	4.2767	3.5505	3.9738	3.5696	3.631
K03543	8.7367	9.3372	9.3529	10.453	10.562	10.94	8.1995	9.3899	8.7393	8.8222	8.7753	10.244	7.5292	8.1419	8.1203	8.0419	8.0353	7.1796	7.3604	7.3727	7.9538	7.8178	7.7542	7.6303
K03544	11.453	11.38	11.339	11.285	11.359	11.494	11.325	11.501	11.543	11.535	11.507	11.392	11.83	11.844	11.63	11.785	11.122	11.205	7.6311	10.163	11.308	11.285	11.504	11.039
K03545	11.45	11.252	11.252	11.155	11.32	11.436	11.141	11.32	11.456	11.379	11.3	11.233	11.73	11.799	11.785	11.83	11.212	11.062	8.5552	10.226	11.332	11.284	11.432	11.109
K03546	10.127	9.999	9.8904	9.906	9.8012	10.221	9.7285	9.9896	10.244	10.699	10.184	10.742	11.475	11.436	11.394	11.01	10.994	10.834	8.4454	13.728	11.043	10.871	10.798	10.628
K03547	9.2733	9.0329	9.0542	8.6838	8.888	9.0538	8.7498	9.0247	8.9677	9.0259	8.9613	8.91	9.8454	10.075	9.6037	9.6894	9.1704	9.01	7.3604	8.3178	9.3488	9.3152	9.4402	9.2012
K03548	9.2245	8.7594	8.7857	8.6366	9.1468	9.4007	9.0355	9.2729	9.4022	9.1802	9.0105	8.9188	9.5161	9.273	9.2614	9.3203	9.307	8.8512	6.4007	8.3415	9.1096	8.9332	9.3859	8.7446
K03549	9.2165	9.3669	9.6537	10.645	10.807	11.109	8.6045	9.5386	8.9761	9.1778	8.9916	10.432	8.8449	8.706	8.6838	8.6127	8.6621	8.5377	5.4225	7.5162	8.9026	8.3941	8.8308	8.3419
K03550	10.53	10.409	10.369	10.264	10.669	10.764	10.344	10.538	10.591	10.404	10.453	10.375	11.327	11.311	11.195	11.342	10.724	10.682	7.1571	9.4462	10.703	10.754	10.906	10.367
K03551	11.148	11.027	11.13	10.991	11.242	11.324	10.941	11.138	11.276	11.154	11.139	11.06	11.878	11.839	11.68	11.814	11.214	11.158	7.842	10.117	11.159	11.244	11.404	10.926
K03552	4.6001	5.7376	4.4565	5.4086	4.9573	5.7239	4.7613	6.3088	7.1596	8.0385	5.8345	8.3855	7.8309	7.3599	8.3716	7.2912	8.2166	8.4428	6.8075	11.733	8.1988	7.8626	7.3724	7.4434
K03553	11.34	11.182	11.195	11.16	11.256	11.491	11.085	11.294	11.347	11.322	11.285	11.16	11.874	12.062	11.749	11.928	11.344	11.282	8.8079	10.236	11.387	11.254	11.559	11.127
K03554	8.5839	8.2364	8.2565	8.0719	8.0367	8.904	8.9129	8.9872	8.9449	8.7539	8.9998	8.4826	8.4276	8.1299	7.9328	8.0153	8.0419	7.5688	5.928	7.2034	8.0442	7.494	8.4218	7.1593
K03555	12.196	12.042	12.23	12.053	12.206	12.128	11.998	12.213	12.412	12.459	12.286	12.323	12.753	12.666	12.875	12.656	12.379	12.225	8.9317	14.592	12.478	12.299	12.495	12.024
K03556	11.772	11.158	11.312	10.478	10.399	10.624	12.36	12.545	12.531	12.264	12.474	11.533	10.401	10.752	9.9576	10.154	9.5854	9.5973	9.0225	9.0733	9.8023	9.8651	9.6485	9.5887
K03557	8.2355	8.2032	7.8698	7.8121	8.157	8.3803	8.1598	8.4979	8.2585	8.0385	7.9453	8.3947	9.3025	9.0402	8.8831	9.2614	8.9726	8.8062	7.4112	7.3251	8.5848	8.3319	8.9928	8.0678
K03558	9.8088	9.483	9.5261	9.3981	9.702	10.035	9.4985	9.905	9.896	9.9118	9.8191	9.8685	10.805	10.556	10.667	10.69	10.184	10.287	8.4365	8.8896	10.035	10.238	10.429	9.8967
K03559	10.944	10.853	10.825	10.669	10.867	11.195	10.734	10.97	10.813	10.75	10.722	10.86	12.07	11.918	11.988	12.18	11.67	11.794	8.1046	9.8224	11.477	11.539	11.971	11.12
K03560	9.6889	9.8891	9.8443	9.8583	10.171	10.461	9.849	10.043	10.117	9.8847	9.7876	9.6788	9.9095	9.8099	10.063	10.227	9.713	9.7613	6.8075	8.7377	9.6226	9.8173	10.096	9.3728
K03561	11.768	11.654	11.639	11.347	11.608	11.645	11.657	11.832	11.808	11.68	11.687	11.576	12.452	12.361	12.333	12.576	12.03	11.964	9.8179	10.389	11.908	11.743	12.326	11.579
K03562	9.8975	9.9825	10.088	9.9982	10.292	10.383	10.007	10.08	10.259	9.9835	9.9976	9.7752	10.077	9.7639	10.301	10.39	9.7574	9.7576	6.939	8.8295	9.7106	10.089	10.117	9.5393
K03563	9.1983	9.1927	9.0038	8.9592	9.2112	9.6532	8.9159	9.3424	9.0389	9.1016	8.9188	9.452	9.6197	9.4692	9.3652	9.5371	9.0236	9.0824	8.6026	8.0845	9.0339	9.2851	9.361	9.1725
K03564	11.017	10.959	10.8	10.693	10.908	11.135	10.765	11.065	11.106	11.093	10.835	10.933	11.612	11.567	11.613	11.646	11.184	11.16	8.4365	12.374	10.949	11.109	11.141	10.656
K03565	9.8205	9.4314	9.4587	9.3715	9.6657	10.08	9.5605	9.7517	9.7674	9.6545	9.3713	9.6953	10.774	10.731	10.46	10.554	9.9484	10.02	8.6026	8.597	9.8229	9.643	10.295	9.5047
K03566	10.902	10.87	10.939	9.978	10.962	10.472	9.7186	9.5619	9.6037	9.4199	9.3507	8.8495	10.608	10.657	11.176	11.058	10.478	10.685	7.7066	9.0796	10.29	10.978	10.74	10.169
K03567	9.0816	8.5041	8.5435	8.5798	9.0186	9.4365	9.359	9.4467	9.5354	9.4078	9.2697	9.1463	8.4855	8.3322	8.5483	8.6396	8.3322	7.9243	6.4007	8.0069	8.3796	8.3319	8.6659	8.2313
K03568	10.85	10.922	10.963	10.82	11.002	10.714	10.798	10.944	10.97	10.971	10.838	10.53	11.457	11.468	11.427	11.476	11.072	10.866	7.6112	11.618	10.661	11.115	10.88	10.655
K03569	11.404	11.382	11.34	11.273	11.43	11.475	11.353	11.458	11.468	11.493	11.476	11.27	12.089	11.931	11.813	12.063	11.424	11.247	7.2786	10.298	11.51	11.448	11.523	11.268
K03570	10.488	10.142	10.163	10.2	10.324	10.652	10.206	10.393	10.468	10.395	10.29	10.441	11.16	11.257	11.177	11.173	10.66	10.535	8.9608	9.39	10.661	10.7	10.871	10.318
K03571	9.2848	8.9847	8.8698	9.0011	9.3206	9.5762	9.2035	9.4232	9.3272	9.2062	9.0707	9.2016	10.177	10.139	10.178	10.317	9.8393	9.7463	7.2198	8.3761	9.4417	9.8735	9.8166	9.4649
K03572	11.599	11.464	11.648	11.488	11.599	11.693	11.445	11.565	11.781	11.817	11.532	11.656	12.272	12.214	12.277	12.319	11.853	11.64	9.1277	13.907	11.911	11.852	11.967	11.48
K03573	6.6836	6.9098	7.011	7.0587	7.019	6.9495	6.4383	6.4749	6.0324	6.4892	6.6265	6.3876	7.1533	7.1025	6.6131	6.7465	6.4488	5.1282	4.7594	5.7933	6.3619	6.6777	6.2279	5.8594
K03574	11.118	10.829	10.773	10.854	11.039	11.512	10.998	11.233	11.307	11.281	11.179	11.277	11.752	11.74	11.848	11.934	11.4	11.248	10.05	11.528	11.348	11.467	11.557	10.931
